City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,trincomalee,8.5711,81.2335,26.92,83,97,6.33,LK,1722877470
361,codrington,-38.2667,141.9667,5.51,96,19,4.42,AU,1722877472
362,mukalla,14.5425,49.1242,29.22,77,87,1.11,YE,1722877473
363,andergrove,-21.0833,149.1833,15.36,90,11,2.09,AU,1722877475
364,wynyard,-41.0,145.7167,8.17,91,26,3.29,AU,1722877476
365,buurhakaba,2.8026,44.0781,24.84,61,47,9.57,SO,1722877478
366,ocotal,13.6321,-86.4752,29.29,56,23,2.76,NI,1722877479
367,biltine,14.5333,20.9167,23.41,86,100,2.08,TD,1722877480
368,laguna,38.421,-121.4238,30.6,53,0,3.6,US,1722877481
369,starokorsunskaya,45.0573,39.3161,28.27,94,75,2.0,RU,1722877482
370,caleta de carquin,-11.0925,-77.6267,19.57,71,34,5.09,PE,1722877484
371,svetlyy,54.675,20.1347,21.03,87,71,4.36,RU,1722877485
372,marsa alam,25.0757,34.8918,32.97,52,90,2.9,EG,1722877486
373,valparaiso,-33.0393,-71.6273,13.33,88,100,5.14,CL,1722877203
374,enewetak,11.3474,162.3373,28.46,76,98,2.37,MH,1722877488
375,los osos,35.3111,-120.8324,24.32,70,20,3.43,US,1722877489
376,camocim,-2.9022,-40.8411,31.93,49,34,7.23,BR,1722877490
377,general jose de san martin,-26.5374,-59.3416,23.62,67,82,0.73,AR,1722877491
378,santiago tangamandapio,19.95,-102.4333,22.98,68,21,0.78,MX,1722877493
379,krutinka,56.0055,71.5113,15.69,92,42,3.42,RU,1722877494
380,new richmond,45.123,-92.5366,18.95,96,100,3.09,US,1722877495
381,ha'il,27.5219,41.6907,35.01,23,0,6.17,SA,1722877496
382,salinas,36.6777,-121.6555,17.45,77,100,1.54,US,1722877248
383,dryden,49.7833,-92.7503,19.16,59,40,4.12,CA,1722877498
384,eyl,7.9803,49.8164,25.02,79,63,10.34,SO,1722877499
385,veraval,20.9,70.3667,27.6,86,100,8.8,IN,1722877500
386,swan hill,-35.3378,143.5544,6.41,84,44,2.1,AU,1722877501
387,marsh harbour,26.5412,-77.0636,29.6,71,99,8.45,BS,1722877503
388,yarmouth,41.7057,-70.2286,29.42,75,40,2.06,US,1722877273
389,pleven,43.4167,24.6167,29.97,39,20,1.03,BG,1722877505
390,flying fish cove,-10.4217,105.6791,24.82,83,100,5.14,CX,1722877506
391,al mijlad,11.0333,27.7333,29.67,53,91,3.97,SD,1722877507
392,arambol,15.6868,73.7045,27.94,87,41,3.46,IN,1722877508
393,illora,37.2877,-3.8811,37.71,19,20,3.6,ES,1722877509
394,phan rang-thap cham,11.5667,108.9833,25.07,89,38,1.43,VN,1722877510
395,yerofey pavlovich,53.9667,121.9667,11.72,97,7,1.49,RU,1722877513
396,godhra,22.75,73.6333,25.57,92,100,5.11,IN,1722877514
397,okhotsk,59.3833,143.3,11.39,93,100,4.26,RU,1722877515
398,port douglas,-16.4833,145.4667,19.53,85,17,2.81,AU,1722877516
399,toliara,-23.35,43.6667,21.13,73,1,2.35,MG,1722877517
400,kimberley,-28.7323,24.7623,10.83,58,0,2.57,ZA,1722877518
401,jaru,-10.4389,-62.4664,37.57,20,0,3.21,BR,1722877258
402,le morne-rouge,14.7667,-61.1333,22.76,82,99,7.66,MQ,1722877521
403,nansio,-2.1333,33.05,24.11,60,7,3.25,TZ,1722877522
404,padangsidempuan,1.3667,99.2667,22.1,99,100,0.87,ID,1722877523
405,hays,30.0502,-98.0336,33.79,60,4,1.94,US,1722877524
406,santa terezinha,-29.9002,-50.0904,17.52,94,77,2.27,BR,1722877525
407,nenjiang,49.1833,125.2167,19.75,77,1,1.31,CN,1722877526
408,parkes,-33.1333,148.1833,6.31,84,91,1.44,AU,1722877527
409,glace bay,46.1969,-59.957,27.86,77,75,3.09,CA,1722877528
410,floro,61.5996,5.0328,20.04,68,75,4.63,NO,1722877529
411,barcelos,41.5388,-8.6151,25.38,59,5,6.68,PT,1722877361
412,mbamba bay,-11.2833,34.7667,23.09,55,1,2.49,TZ,1722877532
413,isiro,2.7739,27.616,20.09,97,98,0.9,CD,1722877533
414,kinango,-4.1372,39.3153,24.06,84,13,2.43,KE,1722877534
415,myrina,39.8797,25.0742,28.58,54,0,2.06,GR,1722877535
416,cole harbour,44.6724,-63.4751,26.21,81,99,1.79,CA,1722877338
417,kastsyukovichy,53.3516,32.0506,19.06,71,100,2.31,BY,1722877537
418,les avirons,-21.2418,55.3394,19.05,73,0,3.09,RE,1722877538
419,shingu,33.7333,135.9833,25.43,94,59,1.38,JP,1722877539
420,tommot,58.9564,126.2925,14.12,98,100,1.46,RU,1722877540
421,port isabel,26.0734,-97.2086,33.04,73,20,4.12,US,1722877542
422,alexandroupoli,40.8475,25.8744,28.51,78,40,7.2,GR,1722877543
423,sheldon,43.1811,-95.8561,27.3,78,0,5.66,US,1722877464
424,orgiva,36.9026,-3.4238,39.61,26,0,2.41,ES,1722877545
425,tayoltita,24.0833,-105.9333,31.58,52,0,2.38,MX,1722877546
426,lerwick,60.1545,-1.1494,15.0,98,100,5.89,GB,1722877462
427,grants,35.1473,-107.8514,27.88,32,72,0.93,US,1722877548
428,male,4.1748,73.5089,27.97,83,100,1.03,MV,1722877549
429,burela de cabo,43.65,-7.4,20.45,76,9,2.56,ES,1722877550
430,labuan,5.2767,115.2417,27.2,88,20,0.0,MY,1722877552
431,antofagasta,-23.65,-70.4,14.6,78,24,5.44,CL,1722877553
432,caldwell,43.6629,-116.6874,34.04,35,0,2.06,US,1722877554
433,caarapo,-22.6342,-54.8222,33.84,20,16,4.42,BR,1722877555
434,conception bay south,47.4999,-52.9981,22.8,91,100,6.61,CA,1722877557
435,noumea,-22.2763,166.4572,20.56,99,51,3.57,NC,1722877558
436,saacow,1.6279,42.4407,26.52,49,45,10.29,SO,1722877559
437,pereiaslav-khmelnytskyi,50.0877,31.4795,23.73,44,65,3.26,UA,1722877561
438,broken hill,-31.95,141.4333,5.51,93,5,2.55,AU,1722877562
439,luocheng,29.3848,104.0286,24.98,93,9,0.71,CN,1722877563
440,puerto carreno,6.189,-67.4859,28.99,74,20,3.09,CO,1722877564
441,richmond,37.5538,-77.4603,33.46,71,40,2.57,US,1722877268
442,luena,-11.7833,19.9167,21.98,16,13,2.13,AO,1722877566
443,chivhu,-19.0211,30.8922,19.13,15,0,3.55,ZW,1722877567
444,napier,-39.4833,176.9167,5.38,85,49,2.56,NZ,1722877568
445,reggane,26.7158,0.1714,46.46,6,14,3.78,DZ,1722877569
446,letlhakane,-21.4167,25.5833,21.31,15,0,3.77,BW,1722877571
447,sao miguel,-5.4667,-35.3667,28.43,66,45,9.5,BR,1722877500
448,coos bay,43.3665,-124.2179,20.17,72,100,6.69,US,1722877528
449,aitape,-3.1374,142.3475,24.9,89,88,2.07,PG,1722877574
450,yumaguzino,52.9041,56.3933,18.07,77,100,1.43,RU,1722877575
451,castillos,-34.1667,-53.8333,15.13,77,96,4.78,UY,1722877576
452,amga,60.8953,131.9608,11.4,96,100,4.41,RU,1722877577
453,klyuchi,52.2667,79.1667,19.88,57,62,2.29,RU,1722877579
454,aoulef,26.9667,1.0833,45.57,6,13,3.23,DZ,1722877580
455,kirakira,-10.4544,161.9205,25.48,88,100,5.13,SB,1722877581
456,saint-francois,46.4154,3.9054,27.69,48,0,2.06,FR,1722877582
457,dingras,18.1032,120.6967,24.84,90,78,1.88,PH,1722877583
458,tarawa,1.419,172.984,28.45,67,79,5.94,KI,1722877584
459,jeddah,21.5169,39.2192,36.92,34,0,7.2,SA,1722877534
460,madalena,41.2162,-8.3345,29.75,60,0,4.42,PT,1722877586
461,guazacapan,14.0742,-90.4167,29.68,60,92,2.42,GT,1722877587
462,la passe,45.5549,-0.8967,31.13,60,0,5.28,FR,1722877589
463,mabaruma,8.2,-59.7833,27.09,93,92,1.59,GY,1722877590
464,saint-philippe,-21.3585,55.7679,20.77,75,56,2.6,RE,1722877591
465,haiku-pauwela,20.9219,-156.3051,23.47,81,0,3.13,US,1722877498
466,la sarre,48.8002,-79.1996,18.73,43,21,3.52,CA,1722877593
467,springs,-26.25,28.4,13.47,43,51,3.86,ZA,1722877594
468,jaltocan,21.15,-98.5333,29.0,73,1,1.95,MX,1722877595
469,catia la mar,10.6038,-67.0303,34.44,58,99,1.46,VE,1722877596
470,alofi,-19.0595,-169.9187,20.94,100,40,2.06,NU,1722877597
471,sakaiminato,35.55,133.2333,28.96,89,40,3.09,JP,1722877600
472,lower hutt,-41.2167,174.9167,3.95,87,10,1.54,NZ,1722877601
473,plettenberg bay,-34.0527,23.3716,12.49,55,10,1.63,ZA,1722877602
474,howard springs,-12.497,131.047,22.95,94,4,1.24,AU,1722877603
475,ibipeba,-11.6408,-42.0111,29.31,33,45,6.74,BR,1722877604
476,kuta,-8.7233,115.1723,25.97,89,20,4.12,ID,1722877605
477,walvis bay,-22.9575,14.5053,13.94,77,5,5.62,NA,1722877606
478,mogocha,53.7333,119.7667,12.03,95,4,0.86,RU,1722877607
479,as sulayyil,20.4607,45.5779,42.14,12,100,5.13,SA,1722877333
480,san francisco,37.7749,-122.4194,19.2,93,100,4.63,US,1722876997
481,puerto aysen,-45.4,-72.7,5.14,98,100,2.35,CL,1722877437
482,crane,31.3974,-102.3501,30.33,36,60,3.57,US,1722877612
483,smara,26.7384,-11.6719,36.45,16,0,10.61,EH,1722877613
484,essex,40.7834,-74.2163,32.98,47,75,3.6,US,1722877614
485,nyurba,63.2842,118.3319,12.11,95,21,2.25,RU,1722877615
486,inirida,3.8653,-67.9239,24.09,95,100,1.19,CO,1722877616
487,kirensk,57.7853,108.1119,13.79,68,15,1.33,RU,1722877617
488,guiuan,11.0333,125.7247,28.73,79,100,7.77,PH,1722877619
489,livingston,55.9029,-3.5226,21.23,77,75,6.69,GB,1722877620
490,revda,56.801,59.9303,15.23,97,100,2.98,RU,1722877621
491,conde,-7.2597,-34.9075,28.7,51,40,7.2,BR,1722877622
492,sirsa,29.5333,75.0167,31.17,62,81,5.37,IN,1722877623
493,aketi,2.7388,23.7833,22.7,88,78,1.13,CD,1722877624
494,hincesti,46.8258,28.5936,26.76,35,100,3.34,MD,1722877625
495,novaya igirma,57.1334,103.9112,13.82,70,5,0.67,RU,1722877505
496,zyryanovsk,49.7386,84.2719,15.05,72,14,1.24,KZ,1722877627
497,manchester,53.4809,-2.2374,23.74,73,100,3.13,GB,1722877629
498,inarajan village,13.2736,144.7484,26.89,95,100,3.15,GU,1722877630
499,taulaga,-11.0553,-171.0883,27.31,81,95,6.46,AS,1722877631
500,sao jose da coroa grande,-8.8978,-35.1478,26.09,62,14,5.62,BR,1722877632
501,tsiombe,-25.3,45.4833,18.84,80,19,2.04,MG,1722877555
502,arkhangel'sk,64.5401,40.5433,14.06,82,40,2.0,RU,1722877634
503,urengoy,65.9667,78.3667,11.44,63,100,4.01,RU,1722877635
504,aras-asan,8.8908,126.3033,25.13,90,99,3.39,PH,1722877636
505,arteaga,18.4667,-102.4167,25.59,64,66,2.25,MX,1722877637
506,christchurch,-43.5333,172.6333,2.49,83,1,1.13,NZ,1722877546
507,malindi,-3.2175,40.1191,24.14,76,7,6.3,KE,1722877640
508,strezhevoy,60.7333,77.5889,17.75,86,100,2.85,RU,1722877641
509,leo,11.1,-2.1,27.59,72,84,2.71,BF,1722877642
510,karaton,-6.3424,106.1045,21.81,97,25,0.74,ID,1722877643
511,tejen,37.3834,60.5054,35.24,15,0,6.28,TM,1722877644
512,sept-iles,50.2001,-66.3821,21.7,63,26,5.36,CA,1722877645
513,babu,24.4167,111.5167,27.09,83,100,0.17,CN,1722877646
514,antsohihy,-14.8796,47.9875,20.88,66,62,1.05,MG,1722877647
515,mjolby,58.326,15.1237,23.6,65,41,1.15,SE,1722877649
516,manadhoo,5.7667,73.3833,28.08,74,100,2.38,MV,1722877650
517,tshikapa,-6.4167,20.8,30.32,17,12,1.89,CD,1722877651
518,pasuquin,18.3328,120.6177,26.64,84,58,2.97,PH,1722877652
519,wangon,-7.5161,109.0539,22.22,93,36,1.49,ID,1722877653
520,nea alikarnassos,35.3333,25.1667,29.15,70,20,2.57,GR,1722877654
521,cruzeiro do sul,-29.5128,-51.9853,25.29,80,91,1.18,BR,1722877370
522,sao paulo de olivenca,-3.3783,-68.8725,34.71,43,28,1.74,BR,1722877656
523,el abiodh sidi cheikh,32.893,0.5484,39.42,8,34,2.38,DZ,1722877658
524,suva,-18.1416,178.4415,18.71,88,40,1.03,FJ,1722877659
525,timimoun,29.2639,0.231,46.34,6,17,2.66,DZ,1722877660
526,olyokminsk,60.3736,120.4264,12.15,97,100,1.46,RU,1722877661
527,tofol,5.3248,163.0078,28.26,76,100,4.57,FM,1722877662
528,pisco,-13.7,-76.2167,19.03,68,20,3.09,PE,1722877663
529,ra's bayrut,33.9,35.4833,28.81,74,75,2.06,LB,1722877664
530,oral,51.2333,51.3667,23.99,57,40,2.0,KZ,1722877665
531,prado,-17.3411,-39.2208,25.17,64,0,3.72,BR,1722877588
532,daru,-9.0763,143.2092,24.18,89,99,6.61,PG,1722877520
533,owase,34.0667,136.2,24.79,92,65,1.06,JP,1722877669
534,kone,-21.0595,164.8658,14.62,78,5,1.49,NC,1722877670
535,agios nikolaos,35.1914,25.7133,30.98,44,0,2.51,GR,1722877671
536,deogarh,21.5333,84.7333,26.24,90,95,1.65,IN,1722877672
537,mwene-ditu,-7.0,23.45,27.65,18,8,0.98,CD,1722877673
538,zhob,31.3411,69.4481,28.52,58,100,3.11,PK,1722877674
539,immenhausen,51.4276,9.4802,23.58,53,0,3.6,DE,1722877675
540,port hueneme,34.1478,-119.1951,35.15,64,0,2.06,US,1722877677
541,teknaf,20.8624,92.3058,26.27,91,100,3.18,BD,1722877678
542,richards bay,-28.783,32.0377,17.04,67,80,2.0,ZA,1722877503
543,champerico,14.3,-91.9167,33.3,71,82,2.17,GT,1722877680
544,nuuk,64.1835,-51.7216,11.34,66,75,2.57,GL,1722877681
545,namdrik,5.5994,168.1028,28.46,75,31,3.39,MH,1722877682
546,edd,13.9297,41.6925,31.89,71,89,3.85,ER,1722877683
547,barmer,25.75,71.3833,25.03,87,100,5.36,IN,1722877684
548,kununurra,-15.7667,128.7333,18.99,82,41,0.51,AU,1722877549
549,zhaotong,27.3167,103.7167,18.17,93,98,0.74,CN,1722877687
550,labrador city,52.9463,-66.9114,9.7,69,100,5.56,CA,1722877688
551,korla,41.7597,86.1469,31.39,29,82,2.26,CN,1722877689
552,polyarnyy,69.1989,33.4478,14.32,66,0,4.34,RU,1722877690
553,ilomantsi,62.6716,30.9328,16.5,67,100,2.51,FI,1722877691
554,urumqi,43.801,87.6005,29.53,29,20,3.0,CN,1722877692
555,borba,-4.3878,-59.5939,37.45,21,11,2.51,BR,1722877693
556,pierre,44.3683,-100.351,19.51,100,100,4.12,US,1722877694
557,davyd-haradok,52.0566,27.2161,20.27,66,93,2.45,BY,1722877696
558,zag,46.9441,99.165,14.29,48,0,1.86,MN,1722877697
559,salalah,17.0151,54.0924,26.05,89,100,2.06,OM,1722877698
560,camalu,30.85,-116.0667,29.25,76,19,2.07,MX,1722877699
561,nyagan,62.1406,65.3936,16.01,97,99,4.33,RU,1722877700
562,taipei,25.0478,121.5319,30.6,65,20,2.57,TW,1722877500
563,pacific grove,36.6177,-121.9166,15.97,99,100,2.68,US,1722877702
564,charters towers,-20.1,146.2667,13.81,93,39,3.25,AU,1722877704
565,yala,6.3333,101.25,23.44,95,85,1.25,TH,1722877705
566,alta,69.9689,23.2717,24.59,36,0,3.6,NO,1722877706
567,ritchie,-29.038,24.6028,10.95,26,0,2.42,ZA,1722877707
568,mossel bay,-34.1831,22.146,14.0,58,11,2.54,ZA,1722877708
569,sunnyside,46.3237,-120.0087,29.12,43,0,1.2,US,1722877710
570,ta`u,-14.2336,-169.5144,25.58,76,4,2.13,AS,1722877712
571,birzebbuga,35.8258,14.5269,29.53,74,20,2.06,MT,1722877713
572,sao gabriel da cachoeira,-0.1303,-67.0892,28.92,78,91,1.21,BR,1722877714
573,yelizovo,53.1873,158.3805,12.08,100,100,1.0,RU,1722877715
574,newman,37.3138,-121.0208,29.57,23,0,1.17,US,1722877716
575,lexington park,38.2668,-76.4538,31.57,76,0,0.89,US,1722877717
576,nahiyat ash shinafiyah,31.5874,44.6602,39.55,11,0,3.24,IQ,1722877718
577,mahina,-17.5065,-149.489,22.87,68,20,3.6,PF,1722877719
578,ulsteinvik,62.3432,5.8487,18.51,87,100,0.45,NO,1722877720
579,misratah,32.3754,15.0925,30.4,53,0,4.76,LY,1722877635
580,asha,54.9973,57.2722,16.0,99,100,2.2,RU,1722877495
581,icano,-28.9193,-65.3282,23.31,33,0,5.49,AR,1722877725
582,axim,4.8699,-2.2405,23.81,84,100,4.07,GH,1722877726
583,qiancheng,27.185,109.7654,26.16,83,56,1.32,CN,1722877727
584,taoudenni,22.6783,-3.9836,45.06,10,4,4.94,ML,1722877729
585,oranjemund,-28.55,16.4333,12.65,70,0,8.33,NA,1722877730
586,sibolga,1.7427,98.7792,25.2,89,88,1.28,ID,1722877731
587,swakopmund,-22.6833,14.5333,13.88,79,9,2.24,NA,1722877732
588,chicoana,-25.1009,-65.5331,22.81,27,0,2.38,AR,1722877733
589,benjamin constant,-4.3831,-70.0311,31.07,70,20,2.57,BR,1722877734
590,beyneu,45.3167,55.2,35.02,21,8,4.9,KZ,1722877735
591,boende,-0.2167,20.8667,26.67,63,99,1.36,CD,1722877736
592,copiapo,-27.3667,-70.3333,18.57,50,1,2.73,CL,1722877167
593,sihanoukville,10.6093,103.5296,26.97,89,40,0.51,KH,1722877739
594,yuanping,38.7153,112.7575,18.13,86,81,1.52,CN,1722877740
